exercice,article_2025,meilleur_match_2024,score_similarite,diagnostic
2025,prévu par la réglementation en vigueur est passible d'une pénalité de FCFA 250 000.,réglementaires dont le coût unitaire est de FCFA 100 000,0.7681,CONTINUITÉ
2025,• Dispositions relatives aux frais d'exploitation de la mercuriale des prix de référence,sur celle résultant de l'application de la mercuriale administrative.,0.7062,CONTINUITÉ
2025,des biens et services dans le cadre de la commande publique.,des services et assurer la Taux de réalisation des,0.7425,CONTINUITÉ
2025,(1) Sont assujettis au paiement des frais d'exploitation de la mercuriale des prix de,sur celle résultant de l'application de la mercuriale administrative.,0.6884,RUPTURE
2025,"référence des biens ewt services, tout fournisseur de biens ou prestataire de services","réalisent des opérations de vente d'un bien, de fourniture d'un service ou d'échange",0.6576,RUPTURE
2025,"dans le cadre de la commande publique, tout opérateur économique chargé d'exécuter","responsable de la production des administrations ou structures publiques, et",0.7085,CONTINUITÉ
2025,"un bon de commande, une lettre-commande ou un marché public.","- la commercialisation des produits ou des services cfournis soit par les éditeurs,",0.6461,RUPTURE
2025,(2) Les fraiws d'exploitation de la mercuriale des prix de référence des biens et services,sur celle résultant de l'application de la mercuriale administrative.,0.6874,RUPTURE
2025,sont fixés à FCFA 10 000 pour tout type de commande publique.,réglementaires dont le coût unitaire est de FCFA 100 000,0.7052,CONTINUITÉ
2025,(3) La preuve de paiement des frais ci-dessus est une pièce exigible dans la liasse,3)Dispositions relatives au paiement des frais et redevance pour la délivrance et,0.7746,CONTINUITÉ
2025,adwministrative d'ordonnancement et de liquidation du marché.,Données sur l’assainissement du marché intérieur (les,0.679,RUPTURE
2025,• Dispositions relatives aux frais de demande de validation des prix de biens ou des,4) Dispositions relatives aux frais relatifs à l'examen du dossier de demande,0.8454,CONTINUITÉ
2025,"tarifs de services non référencés dans la mercuriale, dans le cadre de la commande",inférieure à celle résultant de l'application de la mercuriale administrative.,0.707,CONTINUITÉ
2025,(1) Les demandes introduites par l'ordonnateur de la dépense concernée dans le,a) Est assujettie au paiement des frais annuels de demande et de,0.8697,CONTINUITÉ
2025,cadre de la commande publique pour la validation des prix de biens ou des tarifs de,documentation leur permettant de justifier la politique de prix pratiquée dans le cadre des,0.8038,CONTINUITÉ
2025,(2) Le paiement des frais de demande de validation ci-dessus est à la charge de,4) Dispositions relatives aux frais relatifs à l'examen du dossier de demande,0.7762,CONTINUITÉ
2025,"l'adjudicataire de la commande publique. Sous peine de rejet de la demande, le",MINESEC Ministère des Enseignements Secondaires,0.7527,CONTINUITÉ
2025,paiement des frais susvisés intervient au plus tard,3)Dispositions relatives au paiement des frais et redevance pour la délivrance et,0.8202,CONTINUITÉ
2025,• sept (07) jours après la saisine du Ministre chargé des prix pour les,"par décision du ministre chargé des finances et versés à la Banque centrale, après déduction",0.6731,RUPTURE
2025,• quatorze (14) jours après la saisine du Ministre chargé des prix pour les,"par décision du ministre chargé des finances et versés à la Banque centrale, après déduction",0.6813,RUPTURE
2025,ARTICLE VINGT-CINQUIÈME. - Modification de certaines dispositions relatives aux,ARTICLE QUATRE-VINGT-NEUVIÈME.- Les ordonnances visées aux articles quatre­,0.8143,CONTINUITÉ
2025,recettes non fiscales issues du secteur de l'enseignement supérieur,ARTICLE VINGT-QUATRIÈME. -Dispositions relatives aux recettes non fiscales issues,0.752,CONTINUITÉ
2025,Les dispositions de l'article vingt-sixième de la loi n°2023/019 du 19 décembre 2023,Les dispositions de l'article vingt-troisième de la loi N°2022/020 du 27 décembre 2022 portant,0.9703,CONTINUITÉ
2025,(1) Il est institué dans le secteur de l'enseignement supérieur :,1) Il est instjtué dans le secteur de l'enseignement supérieur :,0.7996,CONTINUITÉ
2025,- les frais d'authentification des diplômes ;,a) Est assujetti au paiement des frais d'inscription et. de formation dans les Centres,0.74,CONTINUITÉ
2025,"- les frais d'agrément, de changement de promoteur, de dénomination,",- de frais pour la délivrance et l'exploitation de l'accréditation pour la,0.8415,CONTINUITÉ
2025,d'extension desw instituts privés d'enseignement Supérieur ;,f)Demande d'agrément pour créatipon et ouverture d'une école privée de formation des,0.71,CONTINUITÉ
2025,(6) Dispositions relatives aux frais d'authentification des diplômes :,a) Est assujetti au paiement des frais d'inscription et. de formation dans les Centres,0.7994,CONTINUITÉ
2025,"a) est assujettie au paiement des frais prévus ci-dessus, à l'exception de",2) Dispositions relatives aux frais relatifs aux prestations offertes par les,0.8483,CONTINUITÉ
2025,"l'administration publique, toute personne morale qui sollicite l'authentification","Établissements publics, les personnes morales et les entreprises individuelles soumises au",0.805,CONTINUITÉ
2025,d'un diplôme délivré par le Ministère en charge de l'enseignement supérieur ou,Technicien Supérieur et « Higher National Diploma ») ;,0.7419,CONTINUITÉ
2025,une institution publique d'enseignement supérieur.,"L'EDUCATION, primaires et des établissements préscolaires de la",0.7185,CONTINUITÉ
2025,b) les frais d'authentification visés par le présent alinéa sont fixés ainsi qu'il suit :,b) Les frais visés par le présent alinéa sont fixés comme suit :,0.9463,CONTINUITÉ
2025,Nature des frais d'authentification Montant à payer (FCFA),- de frais pour la délivrance et l'exploitation de l'accréditation pour la,0.8148,CONTINUITÉ
2025,"Diplômes nationaux pour les IPES (Bacc, GCE AL, 1 500",Demande d'accord de création d'un IPES FCFA500 000,0.6544,RUPTURE
2025,Diplômes nationaux pour les Administrations 5 000,statistiques plusieurs administrations dans le cadre de,0.6836,RUPTURE
2025,Diplômes nationaux pour les Organisations 25 000,statistiques. Pour la production des statistiques Agences Régionales de l’Institut National de,0.668,RUPTURE
2025,(1) Dispositions relatives aux frais de production des duplicatas des diplômes,b) Les frais pour la délivrance et l'exploitation de l'accréditation pour la,0.7492,CONTINUITÉ
2025,Les frais de production des duplicatas des diplômes sont fixés à FCFA 5 000 par,"confondus, d'un montant supérieur à cinq millions de FCFA, conformément aux dispositions",0.742,CONTINUITÉ
2025,"(2) Dispositions relatives aux frais pour la création, l'ouverture, la délivrance","3) Dispositions relatives aux frais pour la création, l'ouverture, la délivrance",0.9894,CONTINUITÉ
2025,"d'agrément, l'homologation, les changements de promoteur, de dénomination et","d'agrément, l'homologation et l'extension des filières des Instituts Privés",0.5991,RUPTURE
2025,"l'extension des filières, des institutions privées d'enseignement supérieur.",l'homologation et l'extension des filières des Instituts Privés d'Enseignement,0.6833,RUPTURE
2025,"a) Sont assujettis au paiement des frais ci-dessus, les Promo m teurs des institutions",a) des frais relatifs aux prestations offertes par les Établissements Spécialisés,0.8315,CONTINUITÉ
2025,Demande d'accord de création d'un IPES 500 000,Demande d'accord de création d'un IPES FCFA500 000,0.8772,CONTINUITÉ
2025,Autorisation d'ouverture d'une filière commerciale 250 000,Demande d'agrément et d'autorisation de mise sur le marché: FCFA 250 000 par,0.6992,RUPTURE
2025,Autorisation d'ouverture d'une filière communrication 250 000,- Demande de l'agrément et de l'autorisation de mise sur le marché : FCFA 500 000,0.621,RUPTURE
2025,Autorîsation d'ouverture d'une fflière t p ouristique et sociale 250 000,- FCFA 500 000 pour les Sociétés à responsabilit.é limité (S.A.R.L) ;,0.638,RUPTURE
2025,Autorisation d'ouverture d'une filière des sciences de,MINRESI Ministère de la Recherche Scientifique et de l’Innovation,0.6644,RUPTURE
2025,Autorisation d'ouverture d'une. filière industrielle et,- la commercialisation des éqpuipements de production et des terminaux de,0.7122,CONTINUITÉ
2025,Autorisation d'ouverture d'une filière agricole 400 000,"les frais de location des fermes semencières (magasin de stockage, unité",0.6541,RUPTURE
2025,Autorisation d'ouverture d'une filière des sciences de la,MINRESI Ministère de la Recherche Scientifique et de l’Innovation,0.6531,RUPTURE
2025,Dwemande d'agrément de personnel enseignant permanent 10 000 Par dossier,enseignant et d'appoint écoles maternelles et,0.6505,RUPTURE
2025,Demande d'homologation d'un IPES 1 000 000 Par spécialité,Demande d'accord de création d'un IPES FCFA500 000,0.6932,RUPTURE
2025,Demande d'ouverture du cycle de Licence Professionnelle 500 000 Par filière,13 Licences de transport 100 000 000 100 000 000,0.7007,CONTINUITÉ
2025,Demande d'ouverture du cycle de Master Professionnel 600 000 Par filière,- Demande de l'agrément et de l'autorisation de mise sur le marché : FCFA 500 000,0.581,RUPTURE
2025,Demande d'ouverture du cycle d'ingénieurs 600 000 Par filière,participation dans les entreprises du secteur de l'érlectricité tel que fixée 2 000 000 000 500 000 000,0.5427,RUPTURE
2025,ARTICLE VINGT-SIXIÈME.- Dispositions relatives aux recettes non fiscales issues du,ARTICLE VINGT-SIXIÈME.- Dispositions relatives aux recettes non fiscales issues du,1.0,CONTINUITÉ
2025,secteur de l'habitat et du développement urbain,secteur de l'habitat et du développement urbain.,0.9906,CONTINUITÉ
2025,"Les dispositions de l'article trentième de la loi n° 2023/019 du 19 Décembre 2023,",Les dispositions de l'article vingt-troisième de la loi N°2022/020 du 27 décembre 2022 portant,0.9664,CONTINUITÉ
2025,(1) Les recettes du secteur de l'habitat et du développement urbain sont constituées :,secteur de l'habitat et du développement urbain.,0.8599,CONTINUITÉ
2025,- Des frais annuels d'obtention ou de renouvellement de l'agrément de,1) Il est institué des frais annuels d'obtention ou de renouvellement de l'agrément,0.9426,CONTINUITÉ
2025,"promoteur immobilier, des cartes professionnelles d'agent immobilier et de","de promoteur immobilier, des cartes professionnelles d'agent immobilier et de",0.994,CONTINUITÉ
2025,"- Les amendes, sanctions et pénalités relatives à l'exercice irrégulier des","Sans préjudice du rappel des impositions éludées, assorti des pénalités et des",0.7836,CONTINUITÉ
2025,professions immobilières prévues par la loi n° 97/003 du 10 janvier 1997,125 068 GESTION DES AFFAIRES affaires foncières foncier à la 1 143 650 1 143650,0.673,RUPTURE
2025,"relative à la promotion immobilière, la loi n° 2001/020 du 18 Décembre 2001",la taxe sur la propriété foncière ainsi que la taxe sur la fortune immobilière,0.6727,RUPTURE
2025,portant organisation de la profession d'agent immobilier et la loi n° 2010/022,d'agent immobilier ou de syndic de copropriété.,0.7699,CONTINUITÉ
2025,du 21 décembre 2010 relative à la copropriété des immeubles.,"23 Acquisitions, Constructions et Grosses Réparations des immeubles 27 658 977 409331",0.6732,RUPTURE
2025,(5) Sans préjudice des sanctions pénales prévues par les textes visés à l'alinéa1 ci­,"7) Les amendes visées à l'alinéa 1 ci-dessus, applicables au secteur de la",0.7843,CONTINUITÉ
2025,"dessus, les montants des amendes, sanctions et pénalités relatives à l'exercice","Sans préjudice du rappel des impositions éludées, assorti des pénalités et des",0.8318,CONTINUITÉ
2025,irrégulier des professions immobilières sont fixcés comme suit :,"physique ou morale désirant exercer les professions de promoteur immobilier,",0.761,CONTINUITÉ
2025,"versement, un dépôt de fond, une souscription","en mains propres avec accusé de réception ou par bordereau de décharge, un avis de",0.7737,CONTINUITÉ
2025,incompatibilités et interdictions résultant des de FCFA 100.000 à FCFA,e) de FCFA 100 000 à FCFA 1 000 000 et d'une pénalité de FCFA 100 000 à FCFA,0.8331,CONTINUITÉ
2025,articles 9 et 10 de la loi N °97/ 003 du 1 0 janvier 7.500.000,"officielles, consacrée par la loi N°2020/010 du",0.7915,CONTINUITÉ
2025,présente loi relative aux sociétés de de FCFA 5.000.000 à FCFA,"confondus, d'un montant supérieur à cinq millions de FCFA, conformément aux dispositions",0.8416,CONTINUITÉ
2025,"elle dispose, un usage qu'elle sait contraire","nationale. En particulier, elle fait de la SNDS le",0.6888,RUPTURE
2025,"Toute personne qui, de manière habituelle, se","toujours respectés, et il s’écoule souvent une",0.7638,CONTINUITÉ
2025,sans être titulaire de la carte instituée par la,"révèle sans autorisation de celui à qui ce projet appartient, un fait confidentiel",0.7293,CONTINUITÉ
2025,"auxquelles cette capacité est subordonnée, se","individus. A ce niveau encore, les pratiques mécanismes pour accompagner les",0.9037,CONTINUITÉ
2025,engagements pour le compte du titulaire d'une,des entreprises associées concernées par les transactions ainsi que des bénéficiaires,0.6519,RUPTURE
2025,"les registres, les attestations, les affiches",Frais d'examen des Rapports d'inventaires des Inventaires Fauniques,0.6687,RUPTURE
2025,auxquels sont soumis les agents immobiliers de FCFmA 100 000F à FCFA,FCFA 1000000 pour la carte professionnelle d'agent immobilier;,0.8651,CONTINUITÉ
2025,"dans l'exercice de leur profession ainsi que, le 1.500.000",1 Droits d'affermages 100 000 000 100 000 000,0.6632,RUPTURE
2025,l'exercice de la mission des agents de l'Etat.,"l’Etat : le pilotage, le suivi et l’évaluation des",0.7407,CONTINUITÉ
2025,Les copropriétaires qui violent les dispositions,(2) Le non-respect des modalités de fractionnement des droits par le,0.7547,CONTINUITÉ
2025,". Les copropriétaires qui, ne s'acquittant pas","producteurs, qui dans bien de cas ne sont pas",0.7387,CONTINUITÉ
2025,"des frais de fourniture desp services, pratiquent",SOUS-SECTEUR DES des services activités budgétisées,0.8475,CONTINUITÉ
2025,fourniture desdits services appartenant soit à,des services et assurer la Taux de réalisation des,0.8703,CONTINUITÉ
2025,"l'organisme fournisseu.r de réseau, soit à la",des opérateurs de réseaux et des fournisseurs de services affectées à !'Agence de Régulation,0.686,RUPTURE
2025,"copropriété, soit à un autre copropriétaire ;",d'agent immobilier ou de syndic de copropriété.,0.6767,RUPTURE
2025,Celui qui viole l'une des interdictions d'exercer,d’interventions ponctuelles dans le cadre des,0.7532,CONTINUITÉ
2025,ARTICLE VINGT-SEPTIÈME.- Dispositions relatives aux recettes non fiscales et aux,ARTICLE VINGT-SEPTIÈME.- Dispositions relatives aux recettes non fiscales,0.9866,CONTINUITÉ
2025,"amendes issues du secteur du transport maritime, fluvial et lacustre.","22. Statistiques des transports maritime, transport ferroviaire, transport routier 2018 2016 MINT",0.6694,RUPTURE
2025,Les dispositions de l'article trente-cinquième de la loi n° 2023/019 du 19 décembre,Les dispositions de l'article vingt-troisième de la loi N°2022/020 du 27 décembre 2022 portant,0.956,CONTINUITÉ
2025,"(1) Les recettes non fiscales issues du sous-secteur du transport maritime, fluvial et",1) Les recettes non fiscales du secteur des transports sont constituées notamment,0.8589,CONTINUITÉ
2025,lacustre constituent des recettes de service réguli.èrement inscrites dans le budget,trait aux recettes et dépenses. officielles selon la loi. Les acteurs de cette,0.7019,CONTINUITÉ
2025,"(2) Les recettes non fiscales du sous-secteur du transport maritime, fluvial et lacustre",1) Les recettes non fiscales du secteur des transports sont constituées notamment,0.7654,CONTINUITÉ
2025,- la délivrance des agréments pour l'exercice des professions maritimes et para,6 Agréments aux professions de transporteurs maritime et para-maritime 100 000 000 100 000 000,0.8237,CONTINUITÉ
2025,- la délivrance des documents d'identification des gens de mer ;,Frais de dossier pour l'autorisation d'embarcation marine et sous-marine,0.676,RUPTURE
2025,"- l'immatriculation des engins flottants (navires, pirogue, embarcations) ;",Frais de dossier pour l'autorisation d'embarcation marine et sous-marine,0.7564,CONTINUITÉ
2025,"- les visites de sécurité des navires (inspection de mise en service, inspection",Frais de dossier pour l'autorisation d'embarcation marine et sous-marine,0.6597,RUPTURE
2025,- l'établissement des certificats de capacité de conduire des remorqueurs et,d'immatriculation et une autorisation de mise en circulation.,0.7833,CONTINUITÉ
2025,wpirogues à moteur et les permis de conduire des embarcations de plaisance,16 Permis de conduire des bateaux de plaisance 2 000 000 2 000 000,0.7513,CONTINUITÉ
2025,- la tenue du registre des hypothèques maritimes ;,Frais de dossier pour l'autorisation d'embarcation marine et sous-marine,0.7053,CONTINUITÉ
2025,"- les amendes issues des infractions dans le transport maritime, fluvial et",1) Les amendes du secteur maritime sont celles prévues par l'Ordonnance n°62-,0.7772,CONTINUITÉ
2025,- les frais de la Commission Armatoriale pour le développement du secteur,- frais d'exploitation des accréditations pour la production et la mise à disposition,0.7619,CONTINUITÉ
2025,(3) Frais de délivrance des agréments pour l'exercice des professions maritimes et,6 Agréments aux professions de transporteurs maritime et para-maritime 100 000 000 100 000 000,0.8334,CONTINUITÉ
2025,(a) Toute personne physique ou morale désireuse d'exercer des professions,"ci-dessus, les personnes physiques ou morales exerçant une profession",0.8307,CONTINUITÉ
2025,maritimes et para maritimes est soumise à l'obtention d'un agrément délivré,Frais de dossier pour l'autorisation d'embarcation marine et sous-marine,0.7717,CONTINUITÉ
2025,- Frais de délivrance d'agrément provisoire : 500 000 FCFA/activité ;,- FCFA 500 000 pour les Sociétés à responsabilité limité (S.A.R.L);,0.7588,CONTINUITÉ
2025,- Frais de délivrance d'agrément d'unité d'entretien des navires :,Frais de dossier pour l'autorisation d'embarcation marine et sous-marine,0.789,CONTINUITÉ
2025,(4) Frais de délivrance des documents d'identification des Gens de mer.,1 Frais d'accès aux ressources génétiques 2 000 000 6 000 000,0.5627,RUPTURE
2025,(a) Toute personne désireuse d'exercer une profession de Gens de mer est,d) Frais d'homologation des Laboratoires de biologie médicale :,0.5446,RUPTURE
2025,soumise à l'obtention des documents d'identification prévus par la,"Au terme de la procédure d'immatriculation, une attestation d'immatriculation mentionnant le",0.7286,CONTINUITÉ
2025,(b) Les frais de délivrance des documents d'identificaction des Gens de mer visés,b) Les frais d'acquisition et de renouvellement de la Carte Jeune Biométrique,0.6538,RUPTURE
2025,(5) Frais d'immatriculation des engins flottants. .,Frais de dossier pour l'autorisation d'embarcation marine et sous-marine,0.7331,CONTINUITÉ
2025,(a) Toute personne physique ou morale désireuse de faire immatriculer un engin,toute personne physique ou morale exerçant une activité semencière au sens,0.7685,CONTINUITÉ
2025,flottant au Cameroun est assujettie au paiement de frais d'immatriculation.,physique ayant au Cameroun son domicile fiscal en raison de l'ensemble de ses revenus,0.6279,RUPTURE
2025,Piroques à paqaie 0-5 tonneaux de jauge brute (droit fixe) 2 000,Gauge brute inférieure à 25 tonneaux : 3000 à 9000,0.6801,RUPTURE
2025,Pirogues à moteur ewt embarcations 0-20 tonneaux de jauge,16 Permis de conduire des bateaux de plaisance 2 000 000 2 000 000,0.742,CONTINUITÉ
2025,Pirogues et embarcations 21-50 tonneaux de jauge brute,16 Permis de conduire des bateaux de plaisance 2 000 000 2 000 000,0.7775,CONTINUITÉ
2025,Navirn de 51-99 tonneaux de jauge brute (droit fixe) 100 000,Gauge brute inférieure à 25 tonneaux : 3000 à 9000,0.7449,CONTINUITÉ
2025,Navire de 100-10 000 tonneaux de jauge brute (d roit fixe) 150 000,Gauge brute supérieure à 25 tonneaux : 9000 à,0.7661,CONTINUITÉ
2025,Navire supérieur à 10 000 tonneaux de jauge brute (droit fixe),16 Permis de conduire des bateaux de plaisance 2 000 000 2 000 000,0.7593,CONTINUITÉ
2025,changement ou modification de la description du navire 50 000,16 Permis de conduire des bateaux de plaisance 2 000 000 2 000 000,0.6599,RUPTURE
2025,changement ou modification de la description de,"dans laquelle les concepts, les définitions et",0.6516,RUPTURE
2025,(6) Frais de visite de sécurité des engins flottants.,équipements de bord et autres nécessaires pour garantir la sécurité de l'exploitation. 100.000.000 frs,0.7268,CONTINUITÉ
2025,(a) Toute inspection de sécurité d'un engin flottant est subordonnée au paiement,équipements de bord et autres nécessaires pour garantir la sécurité de l'exploitation. 100.000.000 frs,0.61,RUPTURE
2025,Pirogues à pagaie 0-5 tonneaux de jauge brute ( droit fixe) 2 000,Gauge brute inférieure à 25 tonneaux : 3000 à 9000,0.7517,CONTINUITÉ
2025,Pirogues à moteur et embarcations 0-20 tonneaux de jauge,16 Permis de conduire des bateaux de plaisance 2 000 000 2 000 000,0.7659,CONTINUITÉ
2025,Pirogues à moteur et embarcations 21-30 tonneaux de jauge,16 Permis de conduire des bateaux de plaisance 2 000 000 2 000 000,0.796,CONTINUITÉ
2025,Navire ou engins d'une jauge brute inférieure à 50 tonneaux de,Pèche dans la zone de manœuvre des navires ou,0.7057,CONTINUITÉ
2025,Navire ou engins d'une jauge brute à 50 tonneaux de jauge,16 Permis de conduire des bateaux de plaisance 2 000 000 2 000 000,0.6946,RUPTURE
2025,brute mais inférieure à 100 tonneaux (droit fixe) .,Gauge brute inférieure à 25 tonneaux : 9000 à,0.8707,CONTINUITÉ
2025,Navire ou engins d'une jauge brute égale sucpérieure à 100,Pèche dans la zone de manœuvre des navires ou,0.6847,RUPTURE
2025,Droit fixe de 100 000 FCFA majoré d'un droit proportionnel de,f) de FCFA 100 000 à FCFA 1 000 000 et d'une pénalité égale à la valeur des,0.8344,CONTINUITÉ
2025,50fcfa par tonneaux de jauge brute avec minimum de perception,Gauge brute inférieure à 25 tonneaux : 9000 à,0.6691,RUPTURE
2025,(7) Frais de certificat de capacité de conduire des remorqueurs et pirogues à moteur et,Apposition sur un matériel roulant des immatriculations non conformes à celles du,0.7512,CONTINUITÉ
2025,les permis de conduire des e.mbarcations de plaisance.,d'immatriculation et une autorisation de mise en circulation.,0.8321,CONTINUITÉ
2025,(a) La délivrance dwu certificat de capacité de conduire des remorqueurs et pirogues,Apposition sur un matériel roulant des immatriculations non conformes à celles du,0.7688,CONTINUITÉ
2025,"à moteur ainsi que le permis de conduire des embarcations de plaisance, est",Apposition sur un matériel roulant des immatriculations non conformes à celles du,0.7632,CONTINUITÉ
2025,subordonnée au paiement de frais par le demandeur.,3)Dispositions relatives au paiement des frais et redevance pour la délivrance et,0.8224,CONTINUITÉ
2025,-certificat de capacité de conduire des remorqueurs et navires de plaisance,équipements de bord et autres nécessaires pour garantir la sécurité de l'exploitation. 100.000.000 frs,0.7264,CONTINUITÉ
2025,-permis de conduire des pirogues à moteurs et des embarcations : 20 000,16 Permis de conduire des bateaux de plaisance 2 000 000 2 000 000,0.8424,CONTINUITÉ
2025,(8) Frais d'inscription au registre des hypothèques maritimes.,1) Les amendes du secteur maritime sont celles prévues par l'Ordonnance n°62-,0.6827,RUPTURE
2025,(a) L'inscription au registre des hypothèques maritimes est subordonnée au,1) Les amendes du secteur maritime sont celles prévues par l'Ordonnance n°62-,0.6929,RUPTURE
2025,"(9) Amendes du sous-secteur du transport maritime, fluvial et lacustre.","22. Statistiques des transports maritime, transport ferroviaire, transport routier 2018 2016 MINT",0.6411,RUPTURE
2025,Les amendes du sous-secteur du transport maritime sont fixées ainsi qu'il suit :,1) Les amendes du secteur maritime sont celles prévues par l'Ordonnance n°62-,0.8247,CONTINUITÉ
2025,- défaut du certificat d'immatriculation : 50 000 FCFA ;,- Renouvellement du Certificat de Bonnes Pratiques: FCFA 1 000000 par,0.7781,CONTINUITÉ
2025,- défaut de certificat de navigabilité ou permis de navigation : 25 000 FCFA ;,67 Absence du certificat de visite technique 25000,0.77,CONTINUITÉ
2025,- absence de gilets de sauvetage pour les pirogues ou embarcation à passagers :,Frais de dossier pour l'autorisation d'embarcation marine et sous-marine,0.6101,RUPTURE
2025,- absence de numéro d'immatriculation et /ou a ligne de charge : 25 000 FCFA ;,"25 Non présentation de permis, défaut de permis 25000",0.768,CONTINUITÉ
2025,- absence de permis de conduire de pirogue ou embarcation : 25 000 FCFA ;,"25 Non présentation de permis, défaut de permis 25000",0.7588,CONTINUITÉ
2025,- absence de la boîte à pharmacie : 1000 FCFA pour les pirogues à moteur et,ARTICLE DIXIÈME.- Délais de prescription en matière douanière,0.636,RUPTURE
2025,"b) Les navires, les remorqueurs et les barges :",Pèche dans la zone de manœuvre des navires ou,0.7791,CONTINUITÉ
2025,- défaut de certificat d'immatriculation : 500 000 FCFA ;,- Renouvellement du Certificat de Bonnes Pratiques: FCFA 1 000000 par,0.7831,CONTINUITÉ
2025,- défaut de certificat de navigabilité : 300 000 FCFAc;,67 Absence du certificat de visite technique 25000,0.7681,CONTINUITÉ
2025,- défaut de contrat de travail : 500 000 FCFA ;,- FCFA 500 000 pour la carte professionnelle d'agent immobilier;,0.7231,CONTINUITÉ
2025,- défaut de certificat de dératisation : 200 000 FCFA ;,- Renouvellement du Certificat de Bonnes Pratiques: FCFA 1 000000 par,0.8375,CONTINUITÉ
2025,- mauvaise gestion des produits médicaux : 150 000 FCFA ;,personnels de santé : FCFA 300 000 par dossier.,0.781,CONTINUITÉ
2025,- AIS défectueux ou non allumé : 1 000 000 FCFA ;,- Amende pour défaut d'homologation : FCFA 1 000 000 par produit.,0.6952,RUPTURE
2025,- mauvais fonctionnement de l'équipement GMDSS : 1 500 000 FCFA ;,DSCE a identifié des difficultés liées au dispositif,0.6085,RUPTURE
2025,- défaut des brevets des officiers : 50 000/officier ;,45 ou d'un officier de police à compétence générale au cours d'une enquête judiciaire,0.635,RUPTURE
2025,- immatriculation frauduleuse : 5 000 000 FCFA ;,recueillement du consentement au moyen de la fraude et de la tromperie: FCFA,0.7353,CONTINUITÉ
2025,- absence de ligne de charge: 1 000 000 FCFA.,d)de FCFA 100 000 à FCFA 1 000 000 et d'une pénalité de FCFA 20 000 à FCFA,0.7842,CONTINUITÉ
2025,- chef Ingénieur/chef mécanicien : 100 000 FCFA ;,d)de FCFA 100 000 à FCFA 1 000 000 et d'une pénalité de FCFA 20 000 à FCFA,0.5939,RUPTURE
2025,- certificat de capacité de conduire les remorqueurs : 30 000 FCFA ;,12 Certificats d'immatriculation des véhicules (cartes grises) 3000 000000 3 000000000,0.7304,CONTINUITÉ
2025,- certificat de capacité de conduire les pirogues à moteurs : 20 000 FCFA ;,10 Cwertificats des capacités des pirogues motorisées 5 000 000 5 000 000,0.6782,RUPTURE
2025,- permis de conduire des embarcations de plaisance à moteur : 40 000 FCFA.,16 Permis de conduire des bateaux de plaisance 2 000 000 2 000 000,0.7381,CONTINUITÉ
2025,- l'amende pour le transport des produits illicites est fixée à 25% de la valeur FOB,dé 'à soumis à un droit d'accises au taux de 25%,0.6813,RUPTURE
2025,de la marchandise transportée suivie de la radiation de l'engin flottant ;,Pèche dans la zone de manœuvre des navires ou,0.5912,RUPTURE
2025,- navigation dans une zone sous-sanction ou une zone interdite par les accords,Présence sans autorisation dans les terrains et espaces interdits par les règlements,0.7365,CONTINUITÉ
2025,internationaux : 10 000 000 de FCFA avec radiation du navire ;,25 Mauvais amarrage de navire 300.000 à 1.000.000 f CFA,0.6375,RUPTURE
2025,- pratique de transbordement des hydrocarbures et autres produits interdits entre,transport routier des marchandises dangereuses (hydrocarbures/ combustibles) sur,0.7163,CONTINUITÉ
2025,navires ou navires en relation avec un Etat sous sanctions internationales :,1) Les amendes du secteur maritime sont celles prévues par l'Ordonnance n°62-,0.6317,RUPTURE
2025,(10) Les frais de la Commission Armatoriale pour le développement du secteur,- frais d'exploitation des accréditations pour la production et la mise à disposition,0.7526,CONTINUITÉ
2025,(a) toute personne physique ou morale consignataire des navires faisant escale,6 Agréments aux professions de transporteurs maritime et para-maritime 100 000 000 100 000 000,0.6355,RUPTURE
2025,dans les différents ports du Cameroun est assujettie au paiement de la,physique ayant au Cameroun son domicile fiscal en raison de l'ensemble de ses revenus,0.7634,CONTINUITÉ
2025,commission Armatoriale pour le compte des armarteurs qu'elle représente ;,3.4. Le Schéma Directeur de la l’institution à qui cette charge sera,0.6642,RUPTURE
2025,(b) le tarif de la Commission Armatoriale applicable msur le tonnage de,"Les tarifs des droits afférents aux opérations domaniales,",0.7098,CONTINUITÉ
2025,marchandises transportées est fixé ainsi qu'il suit :,- exercice de l'activité de transport routier de marchandises diverses pour compte,0.81,CONTINUITÉ
2025,ARTICLE VINGT-HUITIÈME.- Dispositions relatives aux recettes non fiscales issues,ARTICLE VINGT-HUITIÈME.- Dispositions relatives aux recettes non fiscales issues du,0.9984,CONTINUITÉ
2025,(1) Les recettes issues du secteur des arts et de la culture sont constituées,DEVELOPPEMENT ET d'un secteur culturel menées pour favoriser,0.7351,CONTINUITÉ
2025,- frais de délivrance et de renouvellement de l'agrément des cabinets,- de frais et redevance pour la délivrance et l'exploitation de !'Agrément pour,0.6678,RUPTURE
2025,- frais de délivrance et de renouvellement de l'agrément des cabinets,- de frais et redevance pour la délivrance et l'exploitation de !'Agrément pour,0.6678,RUPTURE
2025,- frais d'autorisation de fouilles archéologiques des cabinets archéologiques,- de frais pour l'étude des dossiers de demande de l'agrément et à,0.6052,RUPTURE
2025,- frais de demande et de renouvellement de l'agrément de distributeurs,b)Les frais et redevance pour la délivrance et l'exploitation de l'agrément pour,0.7578,CONTINUITÉ
